"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"2438",15,4,60,1531,0.442381373415856,0.983333333333333,0.608108108108108,"F3",900
"2439",14,1,14,1545,0.453286177424108,0.984444444444444,0.635135135135135,"F3",900
"2440",13,7,91,1636,0.468759210138521,0.985555555555556,0.662162162162162,"F3",900
"2441",12,4,48,1684,0.489242558208075,0.986666666666667,0.689189189189189,"F3",900
"2442",11,8,88,1772,0.509283819628647,0.987777777777778,0.716216216216216,"F3",900
"2443",10,6,60,1832,0.531093427645152,0.988888888888889,0.743243243243243,"F3",900
"2444",9,14,126,1958,0.55850279988211,0.99,0.77027027027027,"F3",900
"2445",8,5,40,1998,0.582964927792514,0.991111111111111,0.797297297297297,"F3",900
"2446",7,17,119,2117,0.606395520188624,0.992222222222222,0.824324324324324,"F3",900
"2447",6,9,54,2171,0.631889183613322,0.993333333333333,0.851351351351351,"F3",900
"2448",5,23,115,2286,0.656793398172709,0.994444444444444,0.878378378378378,"F3",900
"2449",4,37,148,2434,0.695549661066902,0.995555555555556,0.905405405405405,"F3",900
"2450",3,39,117,2551,0.734600648393752,0.996666666666667,0.932432432432432,"F3",900
"2451",2,112,224,2775,0.784851164161509,0.997777777777778,0.959459459459459,"F3",900
"2452",1,618,618,3393,0.908930150309461,0.998888888888889,0.986486486486487,"F3",900
"2453",529,1,529,529,0.0469221216959376,0.412222222222222,0.00892857142857143,"I1",900
"2454",235,1,235,764,0.114688664183076,0.738888888888889,0.0267857142857143,"I1",900
"2455",227,1,227,991,0.155667908461948,0.747777777777778,0.0446428571428571,"I1",900
"2456",226,1,226,1217,0.195848855774348,0.748888888888889,0.0625,"I1",900
"2457",176,1,176,1393,0.231506120276743,0.804444444444444,0.0803571428571429,"I1",900
"2458",130,1,130,1523,0.258648217136775,0.855555555555556,0.0982142857142857,"I1",900
"2459",98,1,98,1621,0.278871740287387,0.891111111111111,0.116071428571429,"I1",900
"2460",96,1,96,1717,0.296079474897995,0.893333333333333,0.133928571428571,"I1",900
"2461",95,1,95,1812,0.31302111051978,0.894444444444444,0.151785714285714,"I1",900
"2462",92,1,92,1904,0.3296079474898,0.897777777777778,0.169642857142857,"I1",900
"2463",91,1,91,1995,0.345839985808054,0.898888888888889,0.1875,"I1",900
"2464",86,1,86,2081,0.361539826148661,0.904444444444444,0.205357142857143,"I1",900
"2465",79,1,79,2160,0.376175270533972,0.912222222222222,0.223214285714286,"I1",900
"2466",74,1,74,2234,0.389746318963988,0.917777777777778,0.241071428571429,"I1",900
"2467",63,1,63,2297,0.401898172786943,0.93,0.258928571428571,"I1",900
"2468",55,1,55,2352,0.412364733014015,0.938888888888889,0.276785714285714,"I1",900
"2469",52,1,52,2404,0.421855596948732,0.942222222222222,0.294642857142857,"I1",900
"2470",46,1,46,2450,0.430548163916977,0.948888888888889,0.3125,"I1",900
"2471",45,1,45,2495,0.438619833244634,0.95,0.330357142857143,"I1",900
"2472",44,1,44,2539,0.446514103246408,0.951111111111111,0.348214285714286,"I1",900
"2473",43,1,43,2582,0.454230973922299,0.952222222222222,0.366071428571429,"I1",900
"2474",42,1,42,2624,0.461770445272308,0.953333333333333,0.383928571428571,"I1",900
"2475",40,1,40,2664,0.469043817633493,0.955555555555556,0.401785714285714,"I1",900
"2476",38,1,38,2702,0.475962391342913,0.957777777777778,0.419642857142857,"I1",900
"2477",35,2,70,2772,0.485541954940571,0.961111111111111,0.4375,"I1",900
"2478",34,2,68,2840,0.497782508426468,0.962222222222222,0.455357142857143,"I1",900
"2479",33,1,33,2873,0.506741174383537,0.963333333333333,0.473214285714286,"I1",900
"2480",30,4,120,2993,0.520312222813553,0.966666666666667,0.491071428571429,"I1",900
"2481",29,1,29,3022,0.533528472591804,0.967777777777778,0.508928571428571,"I1",900
"2482",27,2,54,3076,0.54089054461593,0.97,0.526785714285714,"I1",900
"2483",26,1,26,3102,0.547986517651233,0.971111111111111,0.544642857142857,"I1",900
"2484",25,1,25,3127,0.552510200461238,0.972222222222222,0.5625,"I1",900
"2485",24,1,24,3151,0.556856483945361,0.973333333333333,0.580357142857143,"I1",900
"2486",23,1,23,3174,0.561025368103601,0.974444444444444,0.598214285714286,"I1",900
"2487",22,4,88,3262,0.570871030690083,0.975555555555556,0.616071428571429,"I1",900
"2488",21,1,21,3283,0.580539293950683,0.976666666666667,0.633928571428571,"I1",900
"2489",20,2,40,3323,0.585949973390101,0.977777777777778,0.651785714285714,"I1",900
"2490",19,2,38,3361,0.592868547099521,0.978888888888889,0.669642857142857,"I1",900
"2491",18,4,72,3433,0.602625510023062,0.98,0.6875,"I1",900
"2492",17,3,51,3484,0.613535568564839,0.981111111111111,0.705357142857143,"I1",900
"2493",16,3,48,3532,0.622316835196026,0.982222222222222,0.723214285714286,"I1",900
"2494",15,1,15,3547,0.627904913961327,0.983333333333333,0.741071428571429,"I1",900
"2495",14,4,56,3603,0.634202590030158,0.984444444444444,0.758928571428571,"I1",900
"2496",13,7,91,3694,0.647241440482526,0.985555555555556,0.776785714285714,"I1",900
"2497",12,6,72,3766,0.661699485541955,0.986666666666667,0.794642857142857,"I1",900
"2498",11,9,99,3865,0.676867127904914,0.987777777777778,0.8125,"I1",900
"2499",10,8,80,3945,0.692744367571403,0.988888888888889,0.830357142857143,"I1",900
"2500",9,12,108,4053,0.709419904204364,0.99,0.848214285714286,"I1",900
"2501",8,9,72,4125,0.725385843533795,0.991111111111111,0.866071428571429,"I1",900
"2502",7,17,119,4244,0.742327479155579,0.992222222222222,0.883928571428571,"I1",900
"2503",6,16,96,4340,0.761397906687955,0.993333333333333,0.901785714285714,"I1",900
"2504",5,28,140,4480,0.782331027142097,0.994444444444444,0.919642857142857,"I1",900
"2505",4,21,84,4564,0.802199751640944,0.995555555555556,0.9375,"I1",900
"2506",3,84,252,4816,0.832002838389214,0.996666666666667,0.955357142857143,"I1",900
"2507",2,143,286,5102,0.879723257051623,0.997777777777778,0.973214285714286,"I1",900
"2508",1,535,535,5637,0.952545680326415,0.998888888888889,0.991071428571429,"I1",900
"2509",859,1,859,859,0.0554479731474309,0.0455555555555556,0.00833333333333333,"I2",900
"2510",503,1,503,1362,0.143364317066873,0.441111111111111,0.025,"I2",900
"2511",427,1,427,1789,0.203395300800413,0.525555555555556,0.0416666666666667,"I2",900
"2512",393,1,393,2182,0.256325845597728,0.563333333333333,0.0583333333333333,"I2",900
"2513",289,1,289,2471,0.300348567002324,0.678888888888889,0.075,"I2",900
"2514",285,1,285,2756,0.337399948360444,0.683333333333333,0.0916666666666667,"I2",900
"2515",283,1,283,3039,0.374064033049316,0.685555555555555,0.108333333333333,"I2",900
"2516",270,1,270,3309,0.409759876065066,0.7,0.125,"I2",900
"2517",236,1,236,3545,0.442421895171701,0.737777777777778,0.141666666666667,"I2",900
"2518",220,1,220,3765,0.471856442034598,0.755555555555556,0.158333333333333,"I2",900
"2519",216,1,216,3981,0.5,0.76,0.175,"I2",900
"2520",214,1,214,4195,0.527756261296153,0.762222222222222,0.191666666666667,"I2",900
"2521",204,1,204,4399,0.554737929253808,0.773333333333333,0.208333333333333,"I2",900
"2522",161,1,161,4560,0.578298476633101,0.821111111111111,0.225,"I2",900
"2523",160,1,160,4720,0.599018848437903,0.822222222222222,0.241666666666667,"I2",900
"2524",147,1,147,4867,0.618835528014459,0.836666666666667,0.258333333333333,"I2",900
"2525",123,1,123,4990,0.636263878130648,0.863333333333333,0.275,"I2",900
"2526",121,1,121,5111,0.652013942680093,0.865555555555556,0.291666666666667,"I2",900
"2527",107,1,107,5218,0.666731216111541,0.881111111111111,0.308333333333333,"I2",900
"2528",106,1,106,5324,0.680480247869868,0.882222222222222,0.325,"I2",900
"2529",101,1,101,5425,0.693841982958947,0.887777777777778,0.341666666666667,"I2",900
"2530",95,1,95,5520,0.706493674154402,0.894444444444444,0.358333333333333,"I2",900
"2531",91,1,91,5611,0.71849987090111,0.898888888888889,0.375,"I2",900
"2532",90,2,180,5791,0.735992770462174,0.9,0.391666666666667,"I2",900
"2533",81,1,81,5872,0.75284017557449,0.91,0.408333333333333,"I2",900
"2534",69,1,69,5941,0.762522592305706,0.923333333333333,0.425,"I2",900
"2535",56,1,56,5997,0.770591272915053,0.937777777777778,0.441666666666667,"I2",900
"2536",41,1,41,6038,0.776852569067906,0.954444444444444,0.458333333333333,"I2",900
"2537",40,3,120,6158,0.787245029692745,0.955555555555556,0.475,"I2",900
"2538",39,1,39,6197,0.797508391427834,0.956666666666667,0.491666666666667,"I2",900
"2539",35,1,35,6232,0.802285050348567,0.961111111111111,0.508333333333333,"I2",900
"2540",33,3,99,6331,0.810934675961787,0.963333333333333,0.525,"I2",900
"2541",32,1,32,6363,0.819390653240382,0.964444444444444,0.541666666666667,"I2",900
"2542",31,1,31,6394,0.823457268267493,0.965555555555556,0.558333333333333,"I2",900
"2543",30,1,30,6424,0.827394784404854,0.966666666666667,0.575,"I2",900
"2544",28,2,56,6480,0.832946036664085,0.968888888888889,0.591666666666667,"I2",900
"2545",27,1,27,6507,0.838303640588691,0.97,0.608333333333333,"I2",900
"2546",26,2,52,6559,0.843403046733798,0.971111111111111,0.625,"I2",900
"2547",25,2,50,6609,0.849987090111025,0.972222222222222,0.641666666666667,"I2",900
"2548",24,1,24,6633,0.854763749031758,0.973333333333333,0.658333333333333,"I2",900
"2549",23,1,23,6656,0.857797572940873,0.974444444444444,0.675,"I2",900
"2550",21,1,21,6677,0.860637748515363,0.976666666666667,0.691666666666667,"I2",900
"2551",20,2,40,6717,0.864575264652724,0.977777777777778,0.708333333333333,"I2",900
"2552",18,1,18,6735,0.868319132455461,0.98,0.725,"I2",900
"2553",17,1,17,6752,0.870578363026078,0.981111111111111,0.741666666666667,"I2",900
"2554",16,2,32,6784,0.873741285824942,0.982222222222222,0.758333333333333,"I2",900
"2555",15,3,45,6829,0.8787115930803,0.983333333333333,0.775,"I2",900
"2556",14,1,14,6843,0.882520010327911,0.984444444444444,0.791666666666667,"I2",900
"2557",13,2,26,6869,0.885101988122902,0.985555555555556,0.808333333333333,"I2",900
"2558",12,2,24,6893,0.888329460366641,0.986666666666667,0.825,"I2",900
"2559",10,2,20,6913,0.891169635941131,0.988888888888889,0.841666666666667,"I2",900
"2560",9,2,18,6931,0.893622514846372,0.99,0.858333333333333,"I2",900
"2561",8,4,32,6963,0.896849987090111,0.991111111111111,0.875,"I2",900
"2562",7,7,49,7012,0.902078492124968,0.992222222222222,0.891666666666667,"I2",900
"2563",6,13,78,7090,0.910276271624064,0.993333333333333,0.908333333333333,"I2",900
"2564",5,16,80,7170,0.920475083914278,0.994444444444444,0.925,"I2",900
"2565",4,18,72,7242,0.930286599535244,0.995555555555556,0.941666666666667,"I2",900
"2566",3,29,87,7329,0.940549961270333,0.996666666666667,0.958333333333333,"I2",900
"2567",2,72,144,7473,0.955460883036406,0.997777777777778,0.975,"I2",900
"2568",1,273,273,7746,0.982378001549187,0.998888888888889,0.991666666666667,"I2",900
"2569",303,1,303,303,0.0247751430907604,0.663333333333333,0.00909090909090909,"I3",900
"2570",170,1,170,473,0.0634505314799673,0.811111111111111,0.0272727272727273,"I3",900
"2571",139,1,139,612,0.0887162714636141,0.845555555555556,0.0454545454545455,"I3",900
"2572",127,1,127,739,0.110466067048242,0.858888888888889,0.0636363636363636,"I3",900
"2573",125,1,125,864,0.131071136549469,0.861111111111111,0.0818181818181818,"I3",900
"2574",124,1,124,988,0.151430907604252,0.862222222222222,0.1,"I3",900
"2575",111,2,222,1210,0.179721995094031,0.876666666666667,0.118181818181818,"I3",900
"2576",98,1,98,1308,0.205887162714636,0.891111111111111,0.136363636363636,"I3",900
"2577",78,1,78,1386,0.220278004905969,0.913333333333333,0.154545454545455,"I3",900
"2578",73,1,73,1459,0.232624693376942,0.918888888888889,0.172727272727273,"I3",900
"2579",72,4,288,1747,0.262142273098937,0.92,0.190909090909091,"I3",900
"2580",68,1,68,1815,0.29125102207686,0.924444444444444,0.209090909090909,"I3",900
"2581",67,1,67,1882,0.302289452166803,0.925555555555556,0.227272727272727,"I3",900
"2582",64,1,64,1946,0.313000817661488,0.928888888888889,0.245454545454545,"I3",900
"2583",60,2,120,2066,0.328045789043336,0.933333333333333,0.263636363636364,"I3",900
"2584",59,1,59,2125,0.342681929681112,0.934444444444444,0.281818181818182,"I3",900
"2585",54,2,108,2233,0.356336876533115,0.94,0.3,"I3",900
"2586",52,3,156,2389,0.377923139820114,0.942222222222222,0.318181818181818,"I3",900
"2587",51,1,51,2440,0.394848732624693,0.943333333333333,0.336363636363636,"I3",900
"2588",50,1,50,2490,0.403107113654947,0.944444444444444,0.354545454545455,"I3",900
"2589",45,2,90,2580,0.414554374488962,0.95,0.372727272727273,"I3",900
"2590",41,1,41,2621,0.425265739983647,0.954444444444444,0.390909090909091,"I3",900
"2591",40,2,80,2701,0.435159443990188,0.955555555555556,0.409090909090909,"I3",900
"2592",38,1,38,2739,0.444807849550286,0.957777777777778,0.427272727272727,"I3",900
"2593",34,2,68,2807,0.453475061324612,0.962222222222222,0.445454545454545,"I3",900
"2594",32,2,64,2871,0.464268192968111,0.964444444444444,0.463636363636364,"I3",900
"2595",30,1,30,2901,0.471954210956664,0.966666666666667,0.481818181818182,"I3",900
"2596",29,1,29,2930,0.476778413736713,0.967777777777778,0.5,"I3",900
"2597",28,3,84,3014,0.486017988552739,0.968888888888889,0.518181818181818,"I3",900
"2598",27,4,108,3122,0.501717089125102,0.97,0.536363636363636,"I3",900
"2599",26,3,78,3200,0.516925592804579,0.971111111111111,0.554545454545455,"I3",900
"2600",25,4,100,3300,0.531479967293541,0.972222222222222,0.572727272727273,"I3",900
"2601",24,1,24,3324,0.541618969746525,0.973333333333333,0.590909090909091,"I3",900
"2602",22,1,22,3346,0.545380212591987,0.975555555555556,0.609090909090909,"I3",900
"2603",21,1,21,3367,0.548896156991006,0.976666666666667,0.627272727272727,"I3",900
"2604",20,2,40,3407,0.553883892068684,0.977777777777778,0.645454545454546,"I3",900
"2605",19,6,114,3521,0.5664758789861,0.978888888888889,0.663636363636364,"I3",900
"2606",18,3,54,3575,0.580212591986917,0.98,0.681818181818182,"I3",900
"2607",17,2,34,3609,0.587408013082584,0.981111111111111,0.7,"I3",900
"2608",16,3,48,3657,0.594112837285364,0.982222222222222,0.718181818181818,"I3",900
"2609",15,4,60,3717,0.602943581357318,0.983333333333333,0.736363636363636,"I3",900
"2610",14,4,56,3773,0.612428454619787,0.984444444444444,0.754545454545455,"I3",900
"2611",13,4,52,3825,0.621259198691742,0.985555555555556,0.772727272727273,"I3",900
"2612",12,8,96,3921,0.633360588716271,0.986666666666667,0.790909090909091,"I3",900
"2613",11,7,77,3998,0.647506132461161,0.987777777777778,0.809090909090909,"I3",900
"2614",10,9,90,4088,0.661161079313164,0.988888888888889,0.827272727272727,"I3",900
"2615",9,5,45,4133,0.672199509403107,0.99,0.845454545454545,"I3",900
"2616",8,15,120,4253,0.685690923957482,0.991111111111111,0.863636363636364,"I3",900
"2617",7,7,49,4302,0.699509403107114,0.992222222222222,0.881818181818182,"I3",900
"2618",6,18,108,4410,0.712346688470973,0.993333333333333,0.9,"I3",900
"2619",5,19,95,4505,0.728945216680294,0.994444444444444,0.918181818181818,"I3",900
"2620",4,37,148,4653,0.748814390842191,0.995555555555556,0.936363636363636,"I3",900
"2621",3,84,252,4905,0.781520850367948,0.996666666666667,0.954545454545455,"I3",900
"2622",2,188,376,5281,0.832869991823385,0.997777777777778,0.972727272727273,"I3",900
"2623",1,834,834,6115,0.931807031888798,0.998888888888889,0.990909090909091,"I3",900
"2624",283,1,283,283,0.0402102870133561,0.685555555555555,0.01,"U1",900
"2625",177,1,177,460,0.105569764137539,0.803333333333333,0.03,"U1",900
"2626",157,1,157,617,0.153026427962489,0.825555555555556,0.05,"U1",900
"2627",138,1,138,755,0.194941744813868,0.846666666666667,0.07,"U1",900
"2628",81,1,81,836,0.226058539357772,0.91,0.09,"U1",900
"2629",60,1,60,896,0.246092639954533,0.933333333333333,0.11,"U1",900
"2630",59,1,59,955,0.263000852514919,0.934444444444444,0.13,"U1",900
"2631",56,1,56,1011,0.279340721795965,0.937777777777778,0.15,"U1",900
"2632",55,1,55,1066,0.29511224779767,0.938888888888889,0.17,"U1",900
"2633",49,1,49,1115,0.309889173060529,0.945555555555556,0.19,"U1",900
"2634",47,1,47,1162,0.323529411764706,0.947777777777778,0.21,"U1",900
"2635",46,1,46,1208,0.336743393009378,0.948888888888889,0.23,"U1",900
"2636",43,1,43,1251,0.349389030974709,0.952222222222222,0.25,"U1",900
"2637",42,1,42,1293,0.361466325660699,0.953333333333333,0.27,"U1",900
"2638",40,1,40,1333,0.373117362887184,0.955555555555556,0.29,"U1",900
"2639",39,1,39,1372,0.384342142654163,0.956666666666667,0.31,"U1",900
"2640",38,3,114,1486,0.406081273088946,0.957777777777778,0.33,"U1",900
"2641",37,1,37,1523,0.427536231884058,0.958888888888889,0.35,"U1",900
"2642",34,1,34,1557,0.437624325092356,0.962222222222222,0.37,"U1",900
"2643",32,1,32,1589,0.447001989201478,0.964444444444444,0.39,"U1",900
"2644",31,1,31,1620,0.455953395851094,0.965555555555556,0.41,"U1",900
"2645",30,1,30,1650,0.46462063086104,0.966666666666667,0.43,"U1",900
"2646",29,2,58,1708,0.477124183006536,0.967777777777778,0.45,"U1",900
"2647",28,2,56,1764,0.493321966467747,0.968888888888889,0.47,"U1",900
"2648",27,2,54,1818,0.508951406649616,0.97,0.49,"U1",900
"2649",26,1,26,1844,0.520318272236431,0.971111111111111,0.51,"U1",900
"2650",25,2,50,1894,0.531116794543904,0.972222222222222,0.53,"U1",900
"2651",24,1,24,1918,0.541631145211708,0.973333333333333,0.55,"U1",900
"2652",23,1,23,1941,0.548309178743961,0.974444444444444,0.57,"U1",900
"2653",21,3,63,2004,0.560528559249787,0.976666666666667,0.59,"U1",900
"2654",20,2,40,2044,0.57516339869281,0.977777777777778,0.61,"U1",900
"2655",19,1,19,2063,0.583546462063086,0.978888888888889,0.63,"U1",900
"2656",18,1,18,2081,0.588803637396988,0.98,0.65,"U1",900
"2657",17,3,51,2132,0.598607558965615,0.981111111111111,0.67,"U1",900
"2658",16,3,48,2180,0.612674055129298,0.982222222222222,0.69,"U1",900
"2659",15,2,30,2210,0.623756749076442,0.983333333333333,0.71,"U1",900
"2660",14,2,28,2238,0.631997726626883,0.984444444444444,0.73,"U1",900
"2661",13,5,65,2303,0.645211707871554,0.985555555555556,0.75,"U1",900
"2662",12,2,24,2327,0.657857345836885,0.986666666666667,0.77,"U1",900
"2663",11,7,77,2404,0.672208013640239,0.987777777777778,0.79,"U1",900
"2664",10,3,30,2434,0.687411196362603,0.988888888888889,0.81,"U1",900
"2665",9,9,81,2515,0.703182722364308,0.99,0.83,"U1",900
"2666",8,6,48,2563,0.721511793123046,0.991111111111111,0.85,"U1",900
"2667",7,13,91,2654,0.741261722080136,0.992222222222222,0.87,"U1",900
"2668",6,17,102,2756,0.768684285308326,0.993333333333333,0.89,"U1",900
"2669",5,15,75,2831,0.793833475419153,0.994444444444444,0.91,"U1",900
"2670",4,24,96,2927,0.818130150610969,0.995555555555556,0.93,"U1",900
"2671",3,30,90,3017,0.844558113100313,0.996666666666667,0.95,"U1",900
"2672",2,68,136,3153,0.876669508383063,0.997777777777778,0.97,"U1",900
"2673",1,366,366,3519,0.947996589940324,0.998888888888889,0.99,"U1",900
"2674",232,1,232,232,0.0247493065927032,0.742222222222222,0.01,"U2",900
"2675",160,1,160,392,0.066567100490719,0.822222222222222,0.03,"U2",900
"2676",84,1,84,476,0.0925965436313207,0.906666666666667,0.05,"U2",900
"2677",82,1,82,558,0.110305099210582,0.908888888888889,0.07,"U2",900
"2678",81,1,81,639,0.12769362065287,0.91,0.09,"U2",900
"2679",73,1,73,712,0.144122039684233,0.918888888888889,0.11,"U2",900
"2680",69,1,69,781,0.159270322167698,0.923333333333333,0.13,"U2",900
"2681",68,1,68,849,0.173885214422872,0.924444444444444,0.15,"U2",900
"2682",66,1,66,915,0.188180072541071,0.926666666666667,0.17,"U2",900
"2683",65,1,65,980,0.202154896522296,0.927777777777778,0.19,"U2",900
"2684",62,1,62,1042,0.215703008320888,0.931111111111111,0.21,"U2",900
"2685",60,1,60,1102,0.228717729891188,0.933333333333333,0.23,"U2",900
"2686",59,1,59,1161,0.241412417324515,0.934444444444444,0.25,"U2",900
"2687",54,1,54,1215,0.253467036483892,0.94,0.27,"U2",900
"2688",53,1,53,1268,0.264881587369319,0.941111111111111,0.29,"U2",900
"2689",52,2,104,1372,0.281630040537657,0.942222222222222,0.31,"U2",900
"2690",48,1,48,1420,0.297845103477704,0.946666666666667,0.33,"U2",900
"2691",43,1,43,1463,0.307552805632601,0.952222222222222,0.35,"U2",900
"2692",41,1,41,1504,0.31651376146789,0.954444444444444,0.37,"U2",900
"2693",40,1,40,1544,0.325154683166204,0.955555555555556,0.39,"U2",900
"2694",39,3,117,1661,0.341903136334542,0.956666666666667,0.41,"U2",900
"2695",32,3,96,1757,0.36462556005974,0.964444444444444,0.43,"U2",900
"2696",31,1,31,1788,0.378173671858332,0.965555555555556,0.45,"U2",900
"2697",30,2,60,1848,0.387881374013228,0.966666666666667,0.47,"U2",900
"2698",28,3,84,1932,0.403243012588009,0.968888888888889,0.49,"U2",900
"2699",27,3,81,2013,0.420844890121613,0.97,0.51,"U2",900
"2700",25,1,25,2038,0.432152762961383,0.972222222222222,0.53,"U2",900
"2701",24,3,72,2110,0.442500533390228,0.973333333333333,0.55,"U2",900
"2702",23,4,92,2202,0.459995732878174,0.974444444444444,0.57,"U2",900
"2703",22,1,22,2224,0.472157030083209,0.975555555555556,0.59,"U2",900
"2704",20,2,40,2264,0.478771068914017,0.977777777777778,0.61,"U2",900
"2705",19,2,38,2302,0.487091956475357,0.978888888888889,0.63,"U2",900
"2706",18,3,54,2356,0.496906336675912,0.98,0.65,"U2",900
"2707",17,4,68,2424,0.509921058246213,0.981111111111111,0.67,"U2",900
"2708",16,3,48,2472,0.522295711542564,0.982222222222222,0.69,"U2",900
"2709",15,3,45,2517,0.532216769788778,0.983333333333333,0.71,"U2",900
"2710",14,8,112,2629,0.548965222957115,0.984444444444444,0.73,"U2",900
"2711",13,6,78,2707,0.569234051632174,0.985555555555556,0.75,"U2",900
"2712",12,3,36,2743,0.581395348837209,0.986666666666667,0.77,"U2",900
"2713",11,8,88,2831,0.594623426498826,0.987777777777778,0.79,"U2",900
"2714",10,6,60,2891,0.610411777256241,0.988888888888889,0.81,"U2",900
"2715",9,7,63,2954,0.6235331768722,0.99,0.83,"U2",900
"2716",8,15,120,3074,0.643055259227651,0.991111111111111,0.85,"U2",900
"2717",7,16,112,3186,0.667804565820354,0.992222222222222,0.87,"U2",900
"2718",6,19,114,3300,0.691913804139108,0.993333333333333,0.89,"U2",900
"2719",5,21,105,3405,0.715276296138255,0.994444444444444,0.91,"U2",900
"2720",4,39,156,3561,0.743119266055046,0.995555555555556,0.93,"U2",900
"2721",3,64,192,3753,0.780243225944101,0.996666666666667,0.95,"U2",900
"2722",2,135,270,4023,0.829528483038191,0.997777777777778,0.97,"U2",900
"2723",1,664,664,4687,0.929165777682953,0.998888888888889,0.99,"U2",900
"2724",273,1,273,273,0.0348303138555754,0.696666666666667,0.0111111111111111,"U3",900
"2725",248,1,248,521,0.101301352385813,0.724444444444444,0.0333333333333333,"U3",900
"2726",193,1,193,714,0.157565705537127,0.785555555555556,0.0555555555555556,"U3",900
"2727",167,1,167,881,0.203495789742281,0.814444444444444,0.0777777777777778,"U3",900
"2728",87,1,87,968,0.235902015820362,0.903333333333333,0.1,"U3",900
"2729",84,1,84,1052,0.257718805817811,0.906666666666667,0.122222222222222,"U3",900
"2730",75,1,75,1127,0.278004593008421,0.916666666666667,0.144444444444444,"U3",900
"2731",70,1,70,1197,0.296504210257719,0.922222222222222,0.166666666666667,"U3",900
"2732",63,1,63,1260,0.313472824700179,0.93,0.188888888888889,"U3",900
"2733",53,1,53,1313,0.328272518499617,0.941111111111111,0.211111111111111,"U3",900
"2734",51,1,51,1364,0.341541209492217,0.943333333333333,0.233333333333333,"U3",900
"2735",48,1,48,1412,0.354171982648635,0.946666666666667,0.255555555555556,"U3",900
"2736",45,1,45,1457,0.366037254401633,0.95,0.277777777777778,"U3",900
"2737",39,1,39,1496,0.376754274049502,0.956666666666667,0.3,"U3",900
"2738",38,1,38,1534,0.386578208726716,0.957777777777778,0.322222222222222,"U3",900
"2739",36,1,36,1570,0.39601939270222,0.96,0.344444444444444,"U3",900
"2740",35,4,140,1710,0.418474100535851,0.961111111111111,0.366666666666667,"U3",900
"2741",34,1,34,1744,0.440673641235009,0.962222222222222,0.388888888888889,"U3",900
"2742",32,1,32,1776,0.449094156672621,0.964444444444444,0.411111111111111,"U3",900
"2743",30,2,60,1836,0.460831844858382,0.966666666666667,0.433333333333333,"U3",900
"2744",29,1,29,1865,0.472186782342434,0.967777777777778,0.455555555555556,"U3",900
"2745",28,1,28,1893,0.479459045674917,0.968888888888889,0.477777777777778,"U3",900
"2746",27,1,27,1920,0.486476141872927,0.97,0.5,"U3",900
"2747",24,2,48,1968,0.496044909415667,0.973333333333333,0.522222222222222,"U3",900
"2748",23,5,115,2083,0.516841030875223,0.974444444444444,0.544444444444444,"U3",900
"2749",22,4,88,2171,0.542740495024241,0.975555555555556,0.566666666666667,"U3",900
"2750",19,1,19,2190,0.556391936718551,0.978888888888889,0.588888888888889,"U3",900
"2751",18,2,36,2226,0.56340903291656,0.98,0.611111111111111,"U3",900
"2752",17,2,34,2260,0.572339882623118,0.981111111111111,0.633333333333333,"U3",900
"2753",16,3,48,2308,0.582801735136514,0.982222222222222,0.655555555555556,"U3",900
"2754",15,2,30,2338,0.592753253380965,0.983333333333333,0.677777777777778,"U3",900
"2755",14,4,56,2394,0.603725440163307,0.984444444444444,0.7,"U3",900
"2756",13,4,52,2446,0.617504465424853,0.985555555555556,0.722222222222222,"U3",900
"2757",12,3,36,2482,0.628731819341669,0.986666666666667,0.744444444444444,"U3",900
"2758",11,5,55,2537,0.640341923960194,0.987777777777778,0.766666666666667,"U3",900
"2759",10,5,50,2587,0.653738198520031,0.988888888888889,0.788888888888889,"U3",900
"2760",9,8,72,2659,0.669303393722888,0.99,0.811111111111111,"U3",900
"2761",8,7,56,2715,0.685634090329166,0.991111111111111,0.833333333333333,"U3",900
"2762",7,12,84,2799,0.703495789742281,0.992222222222222,0.855555555555556,"U3",900
"2763",6,10,60,2859,0.721867823424343,0.993333333333333,0.877777777777778,"U3",900
"2764",5,22,110,2969,0.743557029854555,0.994444444444444,0.9,"U3",900
"2765",4,21,84,3053,0.768308241898443,0.995555555555556,0.922222222222222,"U3",900
"2766",3,47,141,3194,0.797014544526665,0.996666666666667,0.944444444444444,"U3",900
"2767",2,101,202,3396,0.840775708088798,0.997777777777778,0.966666666666667,"U3",900
"2768",1,523,523,3919,0.93327379433529,0.998888888888889,0.988888888888889,"U3",900
"2769",383,1,383,383,0.0560761346998536,0.617,0.0138888888888889,"F1",1000
"2770",232,1,232,615,0.146120058565154,0.768,0.0416666666666667,"F1",1000
"2771",93,1,93,708,0.193704245973646,0.907,0.0694444444444444,"F1",1000
"2772",82,1,82,790,0.219326500732064,0.918,0.0972222222222222,"F1",1000
"2773",81,1,81,871,0.243191800878477,0.919,0.125,"F1",1000
"2774",78,1,78,949,0.266471449487555,0.922,0.152777777777778,"F1",1000
"2775",71,1,71,1020,0.288286969253294,0.929,0.180555555555556,"F1",1000
"2776",68,1,68,1088,0.308638360175695,0.932,0.208333333333333,"F1",1000
"2777",59,1,59,1147,0.327232796486091,0.941,0.236111111111111,"F1",1000
"2778",48,1,48,1195,0.34289897510981,0.952,0.263888888888889,"F1",1000
