"","frequency","count","mass","cum_mass","MAUI","UI","norm_rank","TypeItem","sample_size"
"600",13,1,13,618,0.42553931802366,0.9675,0.479166666666667,"F1",400
"601",12,1,12,630,0.434237995824635,0.97,0.520833333333333,"F1",400
"602",11,3,33,663,0.449895615866388,0.9725,0.5625,"F1",400
"603",10,2,20,683,0.468336812804454,0.975,0.604166666666667,"F1",400
"604",9,3,27,710,0.484690327070285,0.9775,0.645833333333333,"F1",400
"605",8,6,48,758,0.510786360473208,0.98,0.6875,"F1",400
"606",7,9,63,821,0.549408489909534,0.9825,0.729166666666667,"F1",400
"607",6,4,24,845,0.579679888656924,0.985,0.770833333333333,"F1",400
"608",5,10,50,895,0.605427974947808,0.9875,0.8125,"F1",400
"609",4,15,60,955,0.643702157272095,0.99,0.854166666666667,"F1",400
"610",3,24,72,1027,0.689631176061239,0.9925,0.895833333333333,"F1",400
"611",2,49,98,1125,0.748782185107864,0.995,0.9375,"F1",400
"612",1,312,312,1437,0.891440501043841,0.9975,0.979166666666667,"F1",400
"613",59,1,59,59,0.0205003474635163,0.8525,0.0172413793103448,"F2",400
"614",51,1,51,110,0.0587213342599027,0.8725,0.0517241379310345,"F2",400
"615",48,1,48,158,0.0931202223766504,0.88,0.0862068965517241,"F2",400
"616",42,1,42,200,0.124391938846421,0.895,0.120689655172414,"F2",400
"617",39,1,39,239,0.152536483669215,0.9025,0.155172413793103,"F2",400
"618",33,1,33,272,0.177553856845031,0.9175,0.189655172413793,"F2",400
"619",31,1,31,303,0.199791521890202,0.9225,0.224137931034483,"F2",400
"620",30,2,60,363,0.231410701876303,0.925,0.258620689655172,"F2",400
"621",29,1,29,392,0.262334954829743,0.9275,0.293103448275862,"F2",400
"622",28,1,28,420,0.282140375260598,0.93,0.327586206896552,"F2",400
"623",27,1,27,447,0.301250868658791,0.9325,0.362068965517241,"F2",400
"624",24,2,48,495,0.3273106323836,0.94,0.396551724137931,"F2",400
"625",23,1,23,518,0.351980542043085,0.9425,0.431034482758621,"F2",400
"626",20,1,20,538,0.366921473245309,0.95,0.46551724137931,"F2",400
"627",15,1,15,553,0.379082696316887,0.9625,0.5,"F2",400
"628",14,1,14,567,0.389159138290479,0.965,0.53448275862069,"F2",400
"629",13,1,13,580,0.398540653231411,0.9675,0.568965517241379,"F2",400
"630",12,2,24,604,0.41139680333565,0.97,0.603448275862069,"F2",400
"631",11,2,22,626,0.427380125086866,0.9725,0.637931034482759,"F2",400
"632",10,1,10,636,0.438498957609451,0.975,0.672413793103448,"F2",400
"633",9,6,54,690,0.460736622654621,0.9775,0.706896551724138,"F2",400
"634",8,5,40,730,0.493398193189715,0.98,0.741379310344828,"F2",400
"635",7,6,42,772,0.521890201528839,0.9825,0.775862068965517,"F2",400
"636",6,2,12,784,0.540653231410702,0.985,0.810344827586207,"F2",400
"637",5,8,40,824,0.558721334259903,0.9875,0.844827586206897,"F2",400
"638",4,11,44,868,0.587908269631689,0.99,0.879310344827586,"F2",400
"639",3,24,72,940,0.62821403752606,0.9925,0.913793103448276,"F2",400
"640",2,56,112,1052,0.692147324530924,0.995,0.948275862068966,"F2",400
"641",1,387,387,1439,0.865531619179986,0.9975,0.982758620689655,"F2",400
"642",79,1,79,79,0.0263157894736842,0.8025,0.02,"F3",400
"643",51,1,51,130,0.069620253164557,0.8725,0.06,"F3",400
"644",50,1,50,180,0.103264490339773,0.875,0.1,"F3",400
"645",43,1,43,223,0.134243837441706,0.8925,0.14,"F3",400
"646",37,1,37,260,0.16089273817455,0.9075,0.18,"F3",400
"647",32,1,32,292,0.183877415056629,0.92,0.22,"F3",400
"648",31,1,31,323,0.204863424383744,0.9225,0.26,"F3",400
"649",29,1,29,352,0.224850099933378,0.9275,0.3,"F3",400
"650",24,3,72,424,0.258494337108594,0.94,0.34,"F3",400
"651",21,1,21,445,0.289473684210526,0.9475,0.38,"F3",400
"652",18,2,36,481,0.308461025982678,0.955,0.42,"F3",400
"653",16,1,16,497,0.325782811459027,0.96,0.46,"F3",400
"654",14,1,14,511,0.335776149233844,0.965,0.5,"F3",400
"655",12,1,12,523,0.344437041972019,0.97,0.54,"F3",400
"656",11,1,11,534,0.352098600932712,0.9725,0.58,"F3",400
"657",10,2,20,554,0.362425049966689,0.975,0.62,"F3",400
"658",9,4,36,590,0.38107928047968,0.9775,0.66,"F3",400
"659",8,7,56,646,0.411725516322452,0.98,0.7,"F3",400
"660",7,7,49,695,0.44670219853431,0.9825,0.74,"F3",400
"661",6,9,54,749,0.481012658227848,0.985,0.78,"F3",400
"662",5,15,75,824,0.52398401065956,0.9875,0.82,"F3",400
"663",4,18,72,896,0.572951365756163,0.99,0.86,"F3",400
"664",3,46,138,1034,0.64290473017988,0.9925,0.9,"F3",400
"665",2,65,130,1164,0.73217854763491,0.995,0.94,"F3",400
"666",1,337,337,1501,0.887741505662891,0.9975,0.98,"F3",400
"667",246,1,246,246,0.0488482922954726,0.385,0.0147058823529412,"I1",400
"668",109,1,109,355,0.119340746624305,0.7275,0.0441176470588235,"I1",400
"669",99,1,99,454,0.160643367752184,0.7525,0.0735294117647059,"I1",400
"670",97,1,97,551,0.199563145353455,0.7575,0.102941176470588,"I1",400
"671",70,1,70,621,0.232724384432089,0.825,0.132352941176471,"I1",400
